"ACTION","AS_units...2","AS_COMPLETION","ROW_COMPLETION","skip","checked_for_duplicates","row_number","Source","Source DOI","author","author_doi","data_location","sample","notes","notes2","treatment_OLD","treatment","treatment_NOTES","treatment_level","latitude","longitude","lat_lon_notes","location","elevation_m","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","aridity","plant_species","MAP(mm)","MAT(°)","Duration (year)","year_sampled","fraction_scheme","aggregate_size_OLD","aggregate_size","amino_sugars","AS_units...41","gluN","gluN_units","murA","murA_units","galN","galN_units","manN","manN_units","microbial_necromass_C","MNC_units","fungal_necromass_C","FNC_units","bacterial_necromass_C","BNC_units","bacterial_biomass_C","bbc_units","fungal_biomass_C","fbc_units","microbial_biomass_C","MBC-units","microbial_biomass_N","MBN-units","soc","SOC_units","soil_C","TC_units","soil_N","TN_units","soil C/N","pH","pH_method","clay","silt","sand","texture","bulk_density","Method","other_variables_available"
"Y",,"4","23",,"Y","790","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Potthoff, et al. 2008","https://doi.org/10.1007/s00374-007-0266-y",,"maize straw",,,"straw","straw",,"maize straw","51.46","9.98",,,"228","0","10",,,"cropland",,"0.8728",,"676.6","10","0.08","1999","bulk soil",,,,,"680","mg/kg","41","mg/kg",,,,,,,,,,,"393",,,,,,,,,"g/kg",,,,,,"6.9","water","12","14","74",,,,
"Y",,"4","23",,"Y","791","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Potthoff, et al. 2008","https://doi.org/10.1007/s00374-007-0266-y",,"extracted maize straw",,,"straw","straw",,"extracted maize straw","51.46","9.98",,,"228","0","10",,,"cropland",,"0.8728",,"676.6","10","0.08","1999","bulk soil",,,,,"740","mg/kg","36","mg/kg",,,,,,,,,,,"322",,,,,,,,,"g/kg",,,,,,"6.9","water","12","14","74",,,,
"Y",,"4","23",,"Y","792","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Potthoff, et al. 2008","https://doi.org/10.1007/s00374-007-0266-y",,"fumigated + extracted maize",,,"straw","straw",,"fumigated + extracted maize","51.46","9.98",,,"228","0","10",,,"cropland",,"0.8728",,"676.6","10","0.08","1999","bulk soil",,,,,"680","mg/kg","35","mg/kg",,,,,,,,,,,"324",,,,,,,,,"g/kg",,,,,,"6.9","water","12","14","74",,,,
"Y",,"6","28",,"Y","571","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Joergensen et al. 2010","https://doi.org/10.1007/s00374-009-0433-4",,"BIODYN",,,"manure","manure",,"biodynamic organic","47.5","7.55",,,"301","0","5",,"Haplic Luvisol","cropland",,"0.8755",,"785","9.5","27",,"bulk soil",,,,,"780","mg/kg","68","mg/kg","300","mg/kg",,,,,,,,,"3","mg/g","6.2","mg/g",,,,,"16","g/kg",,,"2",,,"5.8","0.1 M KCl",,,,"clay loam",,,
"Y",,"6","31",,"Y","572","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Joergensen et al. 2010","https://doi.org/10.1007/s00374-009-0433-4",,"BIOORG",,,"manure","manure",,"bioorganic","47.5","7.55",,,"301","0","5",,"Haplic Luvisol","cropland",,"0.8755",,"785","9.5","27",,"bulk soil",,,,,"740","mg/kg","60","mg/kg","260","mg/kg",,,,,,,,,"2.7","mg/g","5.9","mg/g",,,,,"14.4","g/kg",,,"1.8",,,"5.4","0.1 M KCl","16","72","12","clay loam",,,
"Y",,"6","31",,"Y","573","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Joergensen et al. 2010","https://doi.org/10.1007/s00374-009-0433-4",,"CONFYM",,,"manure","manure",,"conventional1","47.5","7.55",,,"301","0","5",,"Haplic Luvisol","cropland",,"0.8755",,"785","9.5","27",,"bulk soil",,,,,"710","mg/kg","55","mg/kg","230","mg/kg",,,,,,,,,"2.5","mg/g","5.7","mg/g",,,,,"13.5","g/kg",,,"1.9",,,"5.3","0.1 M KCl","16","72","12","clay loam",,,
"Y",,"6","25",,"Y","574","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Joergensen et al. 2010","https://doi.org/10.1007/s00374-009-0433-4",,"CONMIN",,,"manure","manure",,"conventional2","47.5","7.55",,,"301","0","5",,"Haplic Luvisol","cropland",,,,"785","9.5","27",,"bulk soil",,,,,"660","mg/kg","45","mg/kg","210","mg/kg",,,,,,,,,"2","mg/g","5.4","mg/g",,,,,"12.3","g/kg",,,,,,"4.5","0.1 M KCl",,,,,,,
"Y",,"10","33",,,"3971","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Indorf et al. 2011","https://doi.org/10.1007/s00374-011-0545-5",,"N046",,,,,,,"52.25","10.25",,"Lower Saxony, Germany","90","0","10",,"Planosols","forest",,,,"621","10.3",,,"bulk soil",,,"4940","mg/kg","2730","mg/kg","210","mg/kg","1840","mg/kg","160","mg/kg",,,,,,,,,,,"610","mg/kg",,"mg/kg",,,"59.9","g/kg","4.3","g/kg","13.93","3.9",,"15.00","77","8",,,,
"Y",,"10","33",,,"3972","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Indorf et al. 2011","https://doi.org/10.1007/s00374-011-0545-5",,"N046",,,,,,,"52.25","10.25",,"Lower Saxony, Germany","90","0","10",,"Planosols","forest",,,,"621","10.3",,,"bulk soil",,,"4379","mg/kg","2640","mg/kg","140","mg/kg","1550","mg/kg","49","mg/kg",,,,,,,,,,,"520","mg/kg",,"mg/kg",,,"58","g/kg","2.4","g/kg","24.17","3.9",,"6.00","39","55",,,,
"Y",,"10","33",,,"3973","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Indorf et al. 2011","https://doi.org/10.1007/s00374-011-0545-5",,"N046",,,,,,,"52.25","10.25",,"Lower Saxony, Germany","90","0","10",,"Gleysols","cropland",,,,"621","10.3",,,"bulk soil",,,"2043","mg/kg","1180","mg/kg","140","mg/kg","690","mg/kg","33","mg/kg",,,,,,,,,,,"450","mg/kg",,"mg/kg",,,"18.6","g/kg","1.8","g/kg","10.33","7",,"35.00","55","10",,,,
"Y",,"9","32",,,"3974","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Indorf et al. 2011","https://doi.org/10.1007/s00374-011-0545-5",,"N046",,,,,,,"52.25","10.25",,"Lower Saxony, Germany","90","0","10",,"Gleysols","cropland",,,,"621","10.3",,,"bulk soil",,,"2147","mg/kg","1190","mg/kg","117","mg/kg","840","mg/kg",,"mg/kg",,,,,,,,,,,"360","mg/kg",,"mg/kg",,,"15.1","g/kg","1.4","g/kg","10.79","7.3",,"34.00","56","10",,,,
"Y",,"9","32",,,"3975","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Indorf et al. 2011","https://doi.org/10.1007/s00374-011-0545-5",,"N046",,,,,,,"52.25","10.25",,"Lower Saxony, Germany","90","0","10",,"Gleysols","cropland",,,,"621","10.3",,,"bulk soil",,,"2420","mg/kg","1400","mg/kg","110","mg/kg","910","mg/kg",,"mg/kg",,,,,,,,,,,"200","mg/kg",,"mg/kg",,,"14","g/kg","1.2","g/kg","11.67","7.8",,"18.00","66","16",,,,
"Y",,"9","32",,,"3976","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Indorf et al. 2011","https://doi.org/10.1007/s00374-011-0545-5",,"N046",,,,,,,"52.25","10.25",,"Lower Saxony, Germany","90","0","10",,"Gleysols","cropland",,,,"621","10.3",,,"bulk soil",,,"1587","mg/kg","980","mg/kg","67","mg/kg","540","mg/kg",,"mg/kg",,,,,,,,,,,"180","mg/kg",,"mg/kg",,,"7.8","g/kg","0.7","g/kg","11.14","7.4",,"8.00","8","84",,,,
"Y",,"4","22",,"Y","395","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"CK","manure",,"CK","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"550","1.5",,,"bulk soil",,,,,"1065.42","mg/kg","60.75","mg/kg",,,,,,,,,,,"2733.65","ug/g","8808.83","ug/g",,,,,"25.63","g/kg",,,"1.99",,,"6.49",,"35.78",,,,,"Zhang and Amelung (1996)",
"Y",,"4","21",,"Y","396","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"OM0","manure",,"OM0","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"550","1.5",,,"bulk soil",,,,,"1158.88","mg/kg","74.77","mg/kg",,,,,,,,,,,"3364.49","ug/g","9469.98","ug/g",,,,,"26.45","g/kg",,,"2.08",,,"6.02",,,,,,,"Zhang and Amelung (1996)",
"Y",,"4","21",,"Y","397","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"OM1","manure",,"OM1","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"550","1.5",,,"bulk soil",,,,,"1154.21","mg/kg","70.09","mg/kg",,,,,,,,,,,"3154.21","ug/g","9487.94","ug/g",,,,,"28.83","g/kg",,,"2.2",,,"5.88",,,,,,,"Zhang and Amelung (1996)",
"Y",,"4","21",,"Y","398","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"OM2","manure",,"OM2","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"550","1.5",,,"bulk soil",,,,,"1214.95","mg/kg","79.44","mg/kg",,,,,,,,,,,"3574.77","ug/g","9914.61","ug/g",,,,,"29.36","g/kg",,,"2.29",,,"5.94",,,,,,,"Zhang and Amelung (1996)",
"Y",,"4","21",,"Y","399","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"OM3","manure",,"OM3","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"550","1.5",,,"bulk soil",,,,,"1280.37","mg/kg","70.09","mg/kg",,,,,,,,,,,"3154.21","ug/g","10623.38","ug/g",,,,,"30.25","g/kg",,,"2.51",,,"6.04",,,,,,,"Zhang and Amelung (1996)",
"Y",,"4","21",,"Y","400","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"CK","manure",,"CK","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"530","1.5",,,"bulk soil",,,,,"1089","mg/kg","58.6","mg/kg",,,,,,,,,,,"2637","ug/g","9048.62","ug/g",,,,,"27.23","g/kg",,,"2.18",,,"6.11",,,,,,,"Zhang and Amelung (1996)",
"Y",,"4","22",,"Y","401","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"NPK","manure",,"NPK","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"530","1.5",,,"bulk soil",,,,,"1135","mg/kg","64.4","mg/kg",,,,,,,,,,,"2898","ug/g","9388.15","ug/g",,,,,"27.77","g/kg",,,"2.13",,,"6.12",,"40.8",,,,,"Zhang and Amelung (1996)",
"Y",,"4","22",,"Y","402","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"NPKS1","manure",,"NPKS1","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"530","1.5",,,"bulk soil",,,,,"1167","mg/kg","66.6","mg/kg",,,,,,,,,,,"2997","ug/g","9647.91","ug/g",,,,,"28.79","g/kg",,,"2.22",,,"6.05",,"40.8",,,,,"Zhang and Amelung (1996)",
"Y",,"4","22",,"Y","403","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"NPKS2","manure",,"NPKS2","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"530","1.5",,,"bulk soil",,,,,"1120","mg/kg","71","mg/kg",,,,,,,,,,,"3195","ug/g","9168.41","ug/g",,,,,"28.44","g/kg",,,"2.17",,,"5.89",,"40.8",,,,,"Zhang and Amelung (1996)",
"Y",,"4","22",,"Y","404","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xueli Ding et al., 2013","https://doi.org/10.1007/s00374-012-0736-8",,,,,"NPKM","manure",,"NPKM","47°26'N","126°38'E",,,,"0","20",,,"cropland",,,,"530","1.5",,,"bulk soil",,,,,"1179","mg/kg","88.9","mg/kg",,,,,,,,,,,"4000.5","ug/g","9469.59","ug/g",,,,,"29.79","g/kg",,,"2.41",,,"5.78",,"40.8",,,,,"Zhang and Amelung (1996)",
,,"0","19","duplicate","Y","510","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Ding et al. 2012","https://doi.org/10.1007/s00374-012-0736-8",,,,,"straw","straw",,,"47.43","126.63",,,"196","0","20",,,"cropland",,"0.4884",,"530","1.5","21",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"27.1","g/kg",,,"2.08",,,"6.1",,"27","32.4","25.7","clay",,,
,,"0","19","duplicate","Y","511","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Ding et al. 2012","https://doi.org/10.1007/s00374-012-0736-8",,,,,"straw","straw",,,"47.43","126.63",,,"196","0","20",,,"cropland",,"0.4884",,"530","1.5","21",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"27.1","g/kg",,,"2.08",,,"6.3",,"40.8","50","23","clay",,,
,,"0","19","duplicate","Y","512","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Ding et al. 2012","https://doi.org/10.1007/s00374-012-0736-8",,,,,"manure","manure",,,"47.43","126.63",,,"196","0","20",,,"cropland",,"0.4884",,"530","1.5","21",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"27.1","g/kg",,,"2.08",,,"6.3",,"40.8","50","23","clay",,,
,,"6","15","duplicate","Y","38","Hu et al. 2023","https://doi.org/10.1111/gcb.16676","Ding et al., 2013b","https://doi.org/10.1007/s00374-012-0736-8",,,,,"NPK",,,"NPK","47.43","126.63",,,,,,,,"cropland",,,,"550","1.5","10",,"bulk soil",,,"1704.55","mg/kg","1065.68","mg/kg","60.32","mg/kg",,,,,,,,,,,,,,,,,,,"25.62","g/kg",,,,,,,,,,,,,,
,,"8","35",,"Y","514","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Ding et al. 2013b","https://doi.org/10.1007/s00374-012-0768-0",,"CK",,,"CK","fertilizer",,"CK","47.43","126.63",,,"196","0","20",,,"cropland",,"0.4884","maize-soybean-wheat","530","1.5","26","2011","bulk soil",,,"1713","mg/kg","1089","mg/kg","58.6","mg/kg","565.4","mg/kg",,,,,,,,,,,,,"286","mg/kg",,,"26.9","g/kg","27.23","g/kg","2.18","g/kg",,"6.12","water","41.3","32.8","26","silty clay loam",,,
,,"8","32",,"Y","515","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Ding et al. 2013b","https://doi.org/10.1007/s00374-012-0768-0",,"NPK",,,"NPK","fertilizer",,"NPK","47.43","126.63",,,"196","0","20",,,"cropland",,,"maize-soybean-wheat","530","1.5",,"2011","bulk soil",,,"1790","mg/kg","1135","mg/kg","64.4","mg/kg","590.9","mg/kg",,,,,,,,,,,,,"275","mg/kg",,,,"g/kg","27.77","g/kg","2.13","g/kg",,"6.05","water","41.3","32.8","26","silty clay loam",,,
,,"8","32",,"Y","516","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Ding et al. 2013b","https://doi.org/10.1007/s00374-012-0768-0",,"NPKS1",,,"NPKS1","fertilizer",,"NPKS1","47.43","126.63",,,"196","0","20",,,"cropland",,,"maize-soybean-wheat","530","1.5",,"2011","bulk soil",,,"1829","mg/kg","1167","mg/kg","66.6","mg/kg","594.8","mg/kg",,,,,,,,,,,,,"288","mg/kg",,,,"g/kg","28.79","g/kg","2.22","g/kg",,"5.89","water","41.3","32.8","26","silty clay loam",,,
,,"8","32",,"Y","517","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Ding et al. 2013b","https://doi.org/10.1007/s00374-012-0768-0",,"NPKS2",,,"NPKS2","fertilizer",,"NPKS2","47.43","126.63",,,"196","0","20",,,"cropland",,,"maize-soybean-wheat","530","1.5",,"2011","bulk soil",,,"1812","mg/kg","1120","mg/kg","71","mg/kg","620.6","mg/kg",,,,,,,,,,,,,"329","mg/kg",,,,"g/kg","28.44","g/kg","2.17","g/kg",,"5.78","water","41.3","32.8","26","silty clay loam",,,
,,"8","32",,"Y","518","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Ding et al. 2013b","https://doi.org/10.1007/s00374-012-0768-0",,"NPKM",,,"NPKM","fertilizer",,"NPKM","47.43","126.63",,,"196","0","20",,,"cropland",,,"maize-soybean-wheat","530","1.5",,"2011","bulk soil",,,"1858","mg/kg","1179","mg/kg","88.9","mg/kg","590.6","mg/kg",,,,,,,,,,,,,"361","mg/kg",,,,"g/kg","29.79","g/kg","2.41","g/kg",,"6.1","water","41.3","32.8","26","silty clay loam",,,
,,"6","15","duplicate","Y","37","Hu et al. 2023","https://doi.org/10.1111/gcb.16676","Ding et al., 2013a","https://doi.org/10.1007/s00374-012-0768-0",,,,,"NPK",,,"NPK","47.43","126.63",,,,,,,,"cropland",,,,"530","1.5","21",,"bulk soil",,,"1713","mg/kg","1089","mg/kg","58.6","mg/kg",,,,,,,,,,,,,,,,,,,"27.23","g/kg",,,,,,,,,,,,,,
,,"0","18","data as stocks, not concentrations","Y","784","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Murugan, et al. 2013b","https://doi.org/10.1007/s00374-013-0779-5",,,,,"manure","manure",,,"13.92","75.57",,,"575","0","10",,,"cropland",,"0.5286",,"656","32","19","2009","bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,,"g/kg",,,,,,"7.6",,"14","53","32","clay loam",,,
,,"0","17","data as stocks, not concentrations","Y","785","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Murugan, et al. 2013b","https://doi.org/10.1007/s00374-013-0779-5",,,,,"straw","straw",,,"13.92","75.57",,,"575","0","10",,,"cropland",,"0.5286",,"656","32","19","2009","bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,,"g/kg",,,,,,,,"19","27","54","clay loam",,,
,,"0","17","data as stocks, not concentrations","Y","786","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Murugan, et al. 2013b","https://doi.org/10.1007/s00374-013-0779-5",,,,,"manure","manure",,,"13.92","75.57",,,"575","0","10",,,"cropland",,"0.5286",,"656","32","19","2009","bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,,"g/kg",,,,,,,,"19","27","54","clay loam",,,
,,"0","17","data as stocks, not concentrations","Y","787","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Murugan, et al. 2013b","https://doi.org/10.1007/s00374-013-0779-5",,,,,"straw","straw",,,"13.92","75.57",,,"575","0","10",,,"cropland",,"0.5286",,"656","32","19","2009","bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,,"g/kg",,,,,,,,"19","27","54","clay loam",,,
,,"8","28",,"Y","843","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Initial contents",,,"manure","manure",,"Initial contents","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","1","2010","bulk soil",,,,,"80","mg/kg","26","mg/kg","31","mg/kg",,,"25","mg/kg",,,,,,,,,,,,,"7.6","g/kg",,,"0.40",,,,,"5","13","82","sandy",,,
,,"4","22",,"Y","844","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"First growing season",,,"biochar","biochar",,"First growing season","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","1","2010","bulk soil",,,,,,"mg/kg",,"mg/kg",,"mg/kg",,,,"mg/kg",,,,,,,,,,,,,,"g/kg",,,,,,,,"5","13","82","sandy",,,
,,"8","28",,"Y","845","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Mineral",,,"biochar","biochar",,"Mineral","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","1","2010","bulk soil",,,,,"53","mg/kg","23","mg/kg","26","mg/kg",,,"18","mg/kg",,,,,,,,,,,,,"8.5","g/kg",,,"0.54",,,,,"5","13","82","sandy",,,
,,"8","28",,"Y","846","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure",,,"manure","manure",,"Manure","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"70","mg/kg","28","mg/kg","32","mg/kg",,,"20","mg/kg",,,,,,,,,,,,,"9.1","g/kg",,,"0.63",,,,,"5","13","82","sandy",,,
,,"8","28",,"Y","847","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure fed charcoal",,,"biochar","biochar",,"Manure fed charcoal","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"64","mg/kg","29","mg/kg","30","mg/kg",,,"18","mg/kg",,,,,,,,,,,,,"10.6","g/kg",,,"0.67",,,,,"5","13","82","sandy",,,
,,"8","28",,"Y","848","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure mix charcoal",,,"biochar","biochar",,"Manure mix charcoal","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"70","mg/kg","27","mg/kg","31","mg/kg",,,"18","mg/kg",,,,,,,,,,,,,"10.5","g/kg",,,"0.64",,,,,"5","13","82","sandy",,,
,,"8","27",,"Y","849","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure fed tannin",,,,,,"Manure fed tannin","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"80","mg/kg","30","mg/kg","34","mg/kg",,,"22","mg/kg",,,,,,,,,,,,,"9.6","g/kg",,,"0.70",,,,,"5","13","82",,,,
,,"8","27",,"Y","850","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure mix tannin",,,,,,"Manure mix tannin","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"66","mg/kg","28","mg/kg","31","mg/kg",,,"18","mg/kg",,,,,,,,,,,,,"10.3","g/kg",,,"0.68",,,,,"5","13","82",,,,
,,"4","21",,"Y","851","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Second growing season",,,,,,"Second growing season","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,,"mg/kg",,"mg/kg",,"mg/kg",,,,"mg/kg",,,,,,,,,,,,,,"g/kg",,,,,,,,"5","13","82",,,,
,,"8","27",,"Y","852","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Mineral",,,,,,"Mineral","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"66","mg/kg","25","mg/kg","24","mg/kg",,,"30","mg/kg",,,,,,,,,,,,,"5.7","g/kg",,,"0.32",,,,,"5","13","82",,,,
,,"8","27",,"Y","853","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure",,,,,,"Manure","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"127","mg/kg","41","mg/kg","44","mg/kg",,,"40","mg/kg",,,,,,,,,,,,,"7.6","g/kg",,,"0.54",,,,,"5","13","82",,,,
,,"8","27",,"Y","854","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure fed charcoal",,,,,,"Manure fed charcoal","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"126","mg/kg","44","mg/kg","45","mg/kg",,,"34","mg/kg",,,,,,,,,,,,,"9.3","g/kg",,,"0.54",,,,,"5","13","82",,,,
,,"8","27",,"Y","855","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure mix charcoal",,,,,,"Manure mix charcoal","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"109","mg/kg","36","mg/kg","38","mg/kg",,,"29","mg/kg",,,,,,,,,,,,,"9.1","g/kg",,,"0.46",,,,,"5","13","82",,,,
,,"8","27",,"Y","856","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure fed tannin",,,,,,"Manure fed tannin","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"117","mg/kg","38","mg/kg","41","mg/kg",,,"36","mg/kg",,,,,,,,,,,,,"7.8","g/kg",,,"0.57",,,,,"5","13","82",,,,
,,"8","27",,"Y","857","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Sradnick, et al. 2013","https://doi.org/10.1007/s00374-013-0837-z",,"Manure mix tannin",,,,,,"Manure mix tannin","24°22′ N","56°34′ E",,,"180","0","10",,"hyperthermic Typic Torrifluvent","cropland",,"0.0335",,"109","27","2","2010","bulk soil",,,,,"116","mg/kg","42","mg/kg","41","mg/kg",,,"38","mg/kg",,,,,,,,,,,,,"8","g/kg",,,"0.54",,,,,"5","13","82",,,,
,,"6","25","duplicate","Y","2595","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Ding and Han 2014","https://doi.org/10.1007/s00374-013-0867-6",,"N10",,,,,,,"47.26","126.38","lat-lon of Hailun, China",,"158","0","20",,"Udolls","cropland",,,,"550","1.5",,,"aggregate",">2000um",">2mm",,,,,,,,,,,"12091.1964","mg/kg","8446.19639","mg/kg","3645","mg/kg",,,,,,,,,,,"34.80",,"2",,"17.4","6.1",,,"33","26",,,,
